Date,INFL,UNRATE,TB3MS
1981-04-01,7.84895159912384,7.4,14.9066666666667
1981-07-01,7.45899109557264,7.4,15.0533333333333
1981-10-01,6.85288432276341,8.23333333333333,11.75
1982-01-01,5.46497042600738,8.83333333333333,12.8133333333333
1982-04-01,5.16261884541009,9.43333333333334,12.42
1982-07-01,5.63506496431998,9.9,9.31666666666667
1982-10-01,4.12543842815865,10.6666666666667,7.90666666666667
1983-01-01,3.01100604873437,10.3666666666667,8.10666666666667
1983-04-01,2.9546746674276,10.1333333333333,8.39666666666667
1983-07-01,4.23248755675569,9.36666666666667,9.14
1983-10-01,3.01856758760017,8.53333333333333,8.8
1984-01-01,4.03350871023385,7.86666666666667,9.17
1984-04-01,3.40657575172489,7.43333333333333,9.79666666666667
1984-07-01,3.53948689861721,7.43333333333333,10.32
1984-10-01,2.97931967585328,7.3,8.80333333333333
1985-01-01,3.93557034011707,7.23333333333333,8.18333333333333
1985-04-01,2.56553258931476,7.3,7.46
1985-07-01,2.40798665475328,7.2,7.10666666666667
1985-10-01,2.22976920392881,7.03333333333333,7.16666666666667
1986-01-01,1.98457500481055,7.03333333333333,6.89666666666667
1986-04-01,1.5110001211081,7.16666666666667,6.14
1986-07-01,1.63627821036343,6.96666666666667,5.52333333333333
1986-10-01,2.17389752032169,6.83333333333333,5.35333333333333
1987-01-01,2.55055177757484,6.6,5.53666666666667
1987-04-01,2.76124745287021,6.26666666666667,5.65666666666667
1987-07-01,3.02001905280882,6,6.04333333333333
1987-10-01,3.17607295882816,5.83333333333333,5.86333333333333
1988-01-01,3.12151134164047,5.7,5.72333333333333
1988-04-01,3.87342821904166,5.46666666666667,6.21
1988-07-01,4.75529567541813,5.46666666666667,7.01
1988-10-01,3.44016946227867,5.33333333333333,7.72666666666667
1989-01-01,4.1491041958146,5.2,8.54
1989-04-01,4.23986121451776,5.23333333333333,8.41
1989-07-01,2.90864607349519,5.23333333333333,7.84333333333333
1989-10-01,2.83922992082992,5.36666666666667,7.65333333333333
1990-01-01,4.29327455678283,5.3,7.76
1990-04-01,4.45753411370511,5.33333333333333,7.74666666666667
1990-07-01,3.40983903902305,5.7,7.47666666666667
1990-10-01,2.9682752826222,6.13333333333333,6.99
1991-01-01,3.89736135978538,6.6,6.02333333333333
1991-04-01,2.92449405496811,6.83333333333333,5.56
1991-07-01,3.11772902591585,6.86666666666667,5.37666666666667
1991-10-01,2.36443678980649,7.1,4.54
1992-01-01,1.48277254537348,7.36666666666667,3.89333333333333
1992-04-01,2.3994426219172,7.6,3.68
1992-07-01,1.95253067634766,7.63333333333333,3.08333333333333
1992-10-01,2.74038847193943,7.36666666666667,3.07
1993-01-01,2.23797086581072,7.13333333333333,2.96
1993-04-01,2.37553093701948,7.06666666666667,2.96666666666667
1993-07-01,2.36771880018338,6.8,3.00333333333333
1993-10-01,2.17464233592288,6.63333333333333,3.06
1994-01-01,1.91084147464302,6.56666666666667,3.24333333333333
1994-04-01,1.92623637330023,6.2,3.98666666666667
1994-07-01,2.28835321560119,6,4.47666666666667
1994-10-01,2.16036328829929,5.63333333333333,5.28
1995-01-01,2.16681657027777,5.46666666666667,5.73666666666667
1995-04-01,1.91558880775027,5.66666666666667,5.59666666666667
1995-07-01,1.96607577361121,5.66666666666667,5.36666666666667
1995-10-01,1.9208648080614,5.56666666666667,5.26
1996-01-01,1.91758893552354,5.53333333333333,4.93
1996-04-01,1.65568271742735,5.5,5.02
1996-07-01,1.30908033688577,5.26666666666667,5.09666666666667
1996-10-01,2.1276334996859,5.33333333333333,4.97666666666667
1997-01-01,2.38303523784893,5.23333333333333,5.06
1997-04-01,0.793128412285071,5,5.04666666666667
1997-07-01,1.74282156456513,4.86666666666667,5.04666666666667
1997-10-01,1.32797856940243,4.66666666666667,5.09
1998-01-01,0.56778680253089,4.63333333333333,5.05333333333333
1998-04-01,0.944523991138979,4.4,4.97666666666667
1998-07-01,1.68884955691162,4.53333333333333,4.82333333333333
1998-10-01,1.12573630888626,4.43333333333333,4.25333333333333
1999-01-01,1.29804910738294,4.3,4.40666666666667
1999-04-01,1.50814619001949,4.26666666666667,4.45333333333333
1999-07-01,1.41260373756182,4.23333333333333,4.65
1999-10-01,2.21296828321584,4.06666666666667,5.04333333333333
2000-01-01,2.65060204521426,4.03333333333333,5.52
2000-04-01,2.48425665905785,3.93333333333333,5.71333333333333
2000-07-01,2.33185503377449,4,6.01666666666667
2000-10-01,2.14929318528299,3.9,6.01666666666667
2001-01-01,2.63661349171898,4.23333333333333,4.81666666666667
2001-04-01,2.39858100818218,4.4,3.66
2001-07-01,1.56964131967356,4.83333333333333,3.17
2001-10-01,1.25343256231361,5.5,1.90666666666667
2002-01-01,1.25484854513758,5.7,1.72
2002-04-01,1.39439721824353,5.83333333333333,1.71333333333333
2002-07-01,1.91335937475934,5.73333333333333,1.64333333333333
2002-10-01,2.314507014502,5.86666666666667,1.33333333333333
2003-01-01,1.95083965843956,5.86666666666667,1.15666666666667
2003-04-01,1.40478370914181,6.13333333333333,1.04
2003-07-01,2.28202231698091,6.13333333333333,0.93
2003-10-01,2.42882251082079,5.83333333333333,0.916666666666667
2004-01-01,2.84410048762709,5.7,0.916666666666667
2004-04-01,3.21495581681113,5.6,1.07666666666667
2004-07-01,2.52928480136383,5.43333333333333,1.48666666666667
2004-10-01,3.0892451197257,5.43333333333333,2.00666666666667
2005-01-01,3.18472623107091,5.3,2.53666666666667
2005-04-01,2.86888502891181,5.1,2.86333333333333
2005-07-01,3.63067942543047,4.96666666666667,3.36
2005-10-01,3.27358350229829,4.96666666666667,3.82666666666667
2006-01-01,2.82393299707664,4.73333333333333,4.39333333333333
2006-04-01,3.47707502026928,4.63333333333333,4.70333333333333
2006-07-01,2.78468603138151,4.63333333333333,4.90666666666667
2006-10-01,1.42757688252786,4.43333333333333,4.90333333333333
2007-01-01,3.78526535340598,4.5,4.98333333333333
2007-04-01,2.771529658974,4.5,4.73666666666667
2007-07-01,2.1803969203571,4.66666666666667,4.30333333333333
2007-10-01,1.61718767810015,4.8,3.39
2008-01-01,1.47784549776055,5,2.04333333333333
2008-04-01,1.9331325863952,5.33333333333333,1.62666666666667
2008-07-01,3.00222260184917,6,1.49333333333333
2008-10-01,0.967166539033926,6.86666666666667,0.296666666666667
2009-01-01,-0.316105595714689,8.26666666666667,0.213333333333333
2009-04-01,-0.664635987863704,9.3,0.173333333333333
2009-07-01,0.474852653606206,9.63333333333333,0.156666666666667
2009-10-01,1.26352470221285,9.93333333333333,0.0566666666666667
2010-01-01,1.1472476751031,9.83333333333333,0.106666666666667
2010-04-01,1.94950723979765,9.63333333333333,0.146666666666667
2010-07-01,1.21419178793474,9.46666666666667,0.156666666666667
2010-10-01,2.31547197537978,9.5,0.136666666666667
2011-01-01,2.04210620897705,9.03333333333333,0.126666666666667
2011-04-01,2.63661886679891,9.06666666666667,0.0466666666666667
2011-07-01,2.40172772076939,9,0.0233333333333333
2011-10-01,0.474271380095459,8.63333333333333,0.0133333333333333
2012-01-01,2.34134319778931,8.26666666666667,0.0666666666666667
2012-04-01,1.6480458189811,8.2,0.0866666666666667
2012-07-01,2.18973948030445,8.03333333333333,0.103333333333333
2012-10-01,1.99891500973628,7.8,0.0866666666666667
2013-01-01,1.58602972711712,7.73333333333333,0.0866666666666667
2013-04-01,0.860539016401773,7.53333333333333,0.05
2013-07-01,1.95580821048011,7.23333333333333,0.0333333333333333
2013-10-01,2.10980263228926,6.93333333333333,0.0633333333333333
2014-01-01,1.51453526407046,6.66666666666667,0.0466666666666667
2014-04-01,2.25695223954432,6.2,0.0333333333333333
2014-07-01,1.64097694095382,6.06666666666667,0.0266666666666667
2014-10-01,0.39680082614133,5.7,0.0233333333333333
2015-01-01,-0.219018451577213,5.53333333333333,0.0266666666666667
2015-04-01,2.29167937527706,5.43333333333333,0.02
2015-07-01,1.05896176940128,5.1,0.04
2015-10-01,-0.008198233280865,5.03333333333333,0.123333333333333
2016-01-01,-0.348580326247827,4.9,0.286666666666667
2016-04-01,2.71090455219998,4.93333333333333,0.256666666666667
2016-07-01,1.02152480367721,4.9,0.296666666666667
2016-10-01,1.93009862768179,4.76666666666667,0.43
2017-01-01,2.03353339992631,4.56666666666667,0.59
2017-04-01,1.04501667155574,4.36666666666667,0.89
2017-07-01,2.04993141789771,4.33333333333333,1.03666666666667
2017-10-01,2.45248105784128,4.16666666666667,1.20666666666667
2018-01-01,2.5361489927775,4.03333333333333,1.56
2018-04-01,2.81792327518211,3.93333333333333,1.84
2018-07-01,1.72339101938519,3.76666666666667,2.04
2018-10-01,1.71988046831046,3.83333333333333,2.31666666666667
2019-01-01,1.19798293543028,3.86666666666667,2.38666666666667
2019-04-01,2.06188013864015,3.63333333333333,2.3
2019-07-01,1.26890240702195,3.6,1.98
2019-10-01,1.24192751701813,3.6,1.57666666666667
2020-01-01,1.96995835969744,3.83333333333333,1.11
2020-04-01,-1.59507189798127,13,0.143333333333333
2020-07-01,3.64631948451013,8.8,0.113333333333333
2020-10-01,2.48534807751639,6.76666666666667,0.0933333333333333
2021-01-01,5.06243515542657,6.23333333333333,0.05
2021-04-01,6.17976606356052,5.93333333333333,0.0266666666666667
2021-07-01,6.10377154497677,5.06666666666667,0.0466666666666667
2021-10-01,6.82457289893712,4.16666666666667,0.0533333333333333
2022-01-01,7.99770471968486,3.86666666666667,0.306666666666667
2022-04-01,8.93987926959099,3.63333333333333,1.07666666666667
2022-07-01,4.40283378620734,3.53333333333333,2.66333333333333
2022-10-01,3.78940520877862,3.56666666666667,4.04
2023-01-01,3.72416254778045,3.53333333333333,4.62666666666667
2023-04-01,2.07888366362248,3.53333333333333,5.07333333333333
2023-07-01,3.24793275879642,3.63333333333333,5.29
2023-10-01,1.59468218147047,3.8,5.28333333333333
2024-01-01,3.12861038257033,3.83333333333333,5.23333333333333
2024-04-01,2.54227616118001,3.96666666666667,5.24333333333333
2024-07-01,1.68697905742654,4.16666666666667,4.99
2024-10-01,2.39227192961131,4.13333333333333,4.4
2025-01-01,3.54925230555665,4.13333333333333,4.21
2025-04-01,2.09831420300262,4.2,4.23
2025-07-01,3.66972202678966,4.33333333333333,4.09666666666667
2025-10-01,3.67310909321326,4.45,3.73
2026-01-01,3.51221768717807,4.33333333333333,3.59333333333333
