,PCECTPI,OILPRICEx,FEDFUNDS ,GS10,GS10TB3Mx,AAAFFM,M2REAL,TOTALSLx ,UMCSENTx ,CUMFNS ,GDPC1,PCECC96 ,INDPRO,UNRATE ,PAYEMS ,HOUST
6/1/1995,2.324932779,18.59359987,6.02,6.62,1.02,1.64,0.500975391,11.49091785,91.7,83.0239,1.191514986,3.491382437,1.24735826,5.6667,1.47795638,-11.23383523
9/1/1995,1.628873402,-33.98987363,5.7967,6.3233,0.96,1.6367,4.975544257,10.93372747,93.2,82.6671,3.388508904,3.608633796,3.850313195,5.6667,1.701540765,37.91687265
12/1/1995,1.75715964,4.738389116,5.72,5.8933,0.63,1.2667,1.684475725,11.51389483,89.8,82.3448,2.707146699,2.780547497,3.228918628,5.5667,1.826365728,0.564838893
3/1/1996,2.216266534,32.46232103,5.3633,5.91,0.98,1.6867,1.356029286,10.25643154,90.5,81.4843,2.985034692,3.672199985,2.72489055,5.5333,1.722582817,12.04633081
6/1/1996,2.667742098,36.46133439,5.2433,6.72,1.7,2.3667,1.396423112,7.72465842,91.5,82.1105,6.616746724,4.280147664,8.520301903,5.5,2.662682974,9.471634115
9/1/1996,1.69944908,10.19341412,5.3067,6.78,1.68,2.2833,1.447569329,7.552539028,94.9,82.3092,3.572137173,2.414326092,5.177278439,5.2667,2.439924065,1.512607742
12/1/1996,2.71908495,35.90317047,5.28,6.3433,1.37,1.95,1.910831659,5.260791096,97.5,82.1348,4.13206202,3.173453158,5.469997774,5.3333,2.364488563,-23.1246477
3/1/1997,1.760681962,-33.16616835,5.2767,6.5633,1.5,2.15,3.004166377,4.522012644,99,82.5843,2.573476535,4.194306563,7.50994072,5.2333,2.491980299,4.398228844
6/1/1997,1.00263529,-56.23667557,5.5233,6.6967,1.65,2.05,3.563417622,3.299695993,103,82.5206,6.606020401,1.796709403,5.669953519,5,2.884740858,11.91927734
9/1/1997,1.051204162,-3.424770085,5.5333,6.2433,1.2,1.6367,4.199891288,4.145830726,105.8,83.0062,4.963354528,6.757607263,9.246019276,4.8667,2.290093761,-4.999487819
12/1/1997,1.257809221,1.431035165,5.5067,5.9067,0.82,1.37,4.064949399,5.066797302,105,83.5061,3.40094202,4.752486987,10.03734021,4.6667,3.150564429,19.89482588
3/1/1998,0.028283543,-90.51201825,5.52,5.5867,0.53,1.1467,6.399108118,1.920948081,107.8,82.8956,3.994995955,4.025783765,4.500452621,4.6333,2.44916084,6.902682004
6/1/1998,0.7233786,-34.65708426,5.5,5.5967,0.62,1.1367,6.09537082,10.68708712,106.9,81.5618,3.685718593,6.982391092,2.675316785,4.4,2.530725177,3.491967243
9/1/1998,1.234629781,-15.95855669,5.5333,5.2033,0.38,0.9567,4.673452241,5.0878381,103.5,80.708,5.004326031,5.182459146,3.017102565,4.5333,2.254557285,14.73478459
12/1/1998,1.051219415,-39.53656848,4.86,4.67,0.42,1.4733,8.390929346,5.408469374,100.2,80.8963,6.385544996,5.737407988,5.477780475,4.4333,2.380249436,21.71291415
3/1/1999,0.790807821,5.350170238,4.7333,4.9833,0.58,1.6867,5.573917164,7.28157443,105.9,80.73,3.740194051,4.08738289,4.429841045,4.3,2.387000426,-3.030611934
6/1/1999,2.268384273,119.7225691,4.7467,5.54,1.09,2.1867,2.832120543,6.100991082,106.2,80.5243,3.32511274,6.079184876,3.767650248,4.2667,2.535360136,-32.90861215
9/1/1999,2.194648077,81.57348172,5.0933,5.8833,1.23,2.2333,2.978742362,7.644247637,105.9,80.1534,5.268681314,4.471760309,3.59312901,4.2333,2.344516437,18.93895433
12/1/1999,2.419562688,47.04238043,5.3067,6.14,1.1,2.18,2.494648367,4.031637443,105.3,80.8206,6.509414268,5.808467363,7.050343283,4.0667,2.730617108,0.968132764
3/1/2000,3.236263608,61.65010872,5.6767,6.48,0.96,2.0367,2.271161698,4.451056397,110.1,80.6993,1.448547603,6.002953815,3.965133533,4.0333,2.351617291,1.046164956
6/1/2000,1.902079381,-1.72251325,6.2733,6.1767,0.46,1.4933,3.560242004,8.332669239,108.8,80.6889,7.219604138,3.717687539,4.890898955,3.9333,2.343932986,-17.83184425
9/1/2000,2.568940474,35.70868172,6.52,5.8933,-0.12,1.0867,1.053801443,13.45736507,107.5,79.6762,0.407522681,3.814092168,-0.274894556,4,0.7567638,-21.49152346
12/1/2000,2.251827471,2.564554181,6.4733,5.5667,-0.45,0.93,3.087861668,10.13443965,103.9,78.2274,2.381054314,3.479600721,-1.100606891,3.9,0.829783688,10.58794387
3/1/2001,2.954412917,-44.35532902,5.5933,5.05,0.23,1.4833,6.633032816,7.97430854,92.3,76.2666,-1.31334898,1.448121045,-4.945480538,4.2333,0.621210228,15.49892199
6/1/2001,1.867335062,-14.59866424,4.3267,5.27,1.61,2.8967,7.337028618,6.620093486,91,74.5315,2.490243966,0.802775296,-5.070315522,4.4,-1.083219694,6.182503295
9/1/2001,0.201639653,-19.89921644,3.4967,4.98,1.81,3.61,7.888597937,4.276392931,88.6,72.8939,-1.605775617,1.38950626,-5.52299154,4.8333,-1.220497114,-7.513887909
12/1/2001,0.164420255,-107.9670859,2.1333,4.77,2.86,4.79,9.385762988,8.095500532,85.1,71.7754,1.097594521,6.402530094,-4.404178451,5.5,-2.407503335,-7.487870274
3/1/2002,0.805212965,21.68786925,1.7333,5.0767,3.36,4.89,5.623641724,5.09486776,93.1,72.164,3.331522228,0.88957799,2.874450355,5.7,-1.284649557,37.19653527
6/1/2002,2.957918692,75.96390227,1.75,5.1,3.39,4.9633,0.02597262,4.95196973,94.1,73.0742,2.443348677,2.018206709,6.13387307,5.8333,-0.40497955,-7.498755052
9/1/2002,2.064399018,28.04102052,1.74,4.26,2.62,4.61,5.327535631,4.200350739,87.3,73.6296,1.622749619,2.789552685,2.468685793,5.7333,-0.257278068,1.495320989
12/1/2002,1.861377882,-3.523658578,1.4433,4.0067,2.67,4.8367,5.792527783,2.47291204,83.8,73.551,0.494114898,2.218649538,-0.21681067,5.8667,0.03063702,7.54814344
3/1/2003,3.047041551,75.27658114,1.25,3.92,2.76,4.7533,2.451089971,4.34249341,80,73.9609,2.101040306,1.965417887,2.500521378,5.8667,-0.45877961,1.4619541
6/1/2003,0.402461239,-66.05010719,1.2467,3.62,2.58,4.0633,8.433741752,4.97193213,89.3,73.5883,3.526892181,4.553906956,-2.991981656,6.1333,-0.712200976,4.05009474
9/1/2003,2.626667967,14.08692604,1.0167,4.2333,3.3,4.68,5.072476022,2.847882497,89.3,74.0893,6.598081034,5.616338369,2.661325644,6.1333,0.037893395,29.87664449
12/1/2003,1.962567024,10.9133367,0.9967,4.2867,3.37,4.66,-1.881444562,2.289932622,92,74.9516,4.616146819,2.744373496,3.851192306,5.8333,0.94105636,29.76916705
3/1/2004,3.072660314,46.82256891,1.0033,4.02,3.1,4.4533,-0.268339055,3.182272457,98,75.5274,2.260208096,3.71220027,2.83023423,5.7,1.229240127,-23.74665833
6/1/2004,2.682543334,31.16152787,1.01,4.6,3.52,4.9167,5.3007745,2.035559247,93.3,76.2226,3.087859968,2.176651426,2.272023547,5.6,2.222402768,3.942281482
9/1/2004,1.960161587,52.469195,1.4333,4.3033,2.82,4.21,1.877943108,3.514885009,95.6,76.9769,3.776491954,4.671089708,2.24210455,5.4333,0.992429571,8.107241742
12/1/2004,3.406098239,36.52615218,1.95,4.1733,2.17,3.5367,0.95759689,4.736041732,93.9,77.8678,4.060156528,4.499030197,5.651140893,5.4333,1.69387535,-2.367477972
3/1/2005,2.318818412,8.501925388,2.47,4.2967,1.76,2.85,0.219122802,1.764405759,94.1,78.7757,4.413020212,2.533622763,5.537106613,5.3,1.408109322,21.07664125
6/1/2005,2.516164279,24.0487132,2.9433,4.16,1.3,2.2033,0.079656697,3.091912524,90.2,78.8558,1.965660123,4.408404677,2.242633402,5.1,2.188674224,-3.945392161
9/1/2005,4.297711003,67.74896671,3.46,4.2133,0.85,1.6333,-0.334648042,3.35208106,87.5,78.2584,3.12303268,3.305075841,-1.702158412,4.9667,2.18965584,9.378949099
12/1/2005,3.17161225,-22.43263591,3.98,4.49,0.66,1.4,1.563271132,0.589913065,82.4,78.9475,2.215916949,0.736609043,3.634778157,4.9667,1.428436835,-6.013220503
3/1/2006,2.071822868,19.17496296,4.4567,4.57,0.18,0.9333,3.12014988,13.53346003,88.9,79.2603,5.345655379,4.338213471,3.780444845,4.7333,2.357662717,9.867599934
6/1/2006,3.495759736,39.77699001,4.9067,5.07,0.37,0.9867,0.69269932,0.871250946,83.8,78.9944,1.0336743,2.068431646,2.358525887,4.6333,1.567677883,-53.4754389
9/1/2006,2.868005459,-2.600689672,5.2467,4.8967,-0.01,0.4333,2.043524529,0.339123039,84,78.7691,0.599374416,2.560461161,1.582133192,4.6333,1.23002929,-34.35394266
12/1/2006,-0.659661837,-65.32542988,5.2467,4.63,-0.27,0.14,8.289794033,2.7399151,92.5,78.5792,3.423110226,3.79755289,0.976212368,4.4333,1.07646483,-32.36968802
3/1/2007,3.638117077,-16.0516546,5.2567,4.68,-0.3,0.1067,1.770325084,1.895098644,92.2,78.905,1.201536247,2.459482536,4.048470923,4.5,1.607831595,-28.69055248
6/1/2007,3.38296931,42.8486589,5.25,4.8467,0.11,0.3267,2.202898074,4.254510135,86.9,79.3468,2.439593166,1.048259592,4.602336574,4.5,1.059610959,-2.838505706
9/1/2007,2.254880752,58.11013551,5.0733,4.73,0.43,0.68,3.731222886,4.922110996,85.7,78.8336,2.297492444,2.659513604,0.36512292,4.6667,0.242493145,-47.35449998
12/1/2007,4.043448411,71.28312984,4.4967,4.26,0.87,1.0333,-0.575536956,4.291162533,77.5,78.7449,2.505086205,1.573199074,1.315687983,4.8,0.680320686,-40.11505441
3/1/2008,3.24359252,27.98876207,3.1767,3.6633,1.62,2.28,3.228076483,3.500950444,72.9,78.2589,-1.710710236,-0.548843358,-0.996871558,5,0.107972786,-36.6174788
6/1/2008,3.876727948,92.50175695,2.0867,3.8867,2.26,3.5133,1.643370829,2.220883806,59.6,76.6998,2.374650373,1.100741667,-6.089825999,5.3333,-1.340154531,-20.57007153
9/1/2008,4.243173111,-21.72959882,1.94,3.8633,2.37,3.7133,-1.199263468,-1.629971128,64.8,74.0812,-2.106569521,-3.094850564,-13.43724266,6,-2.051738946,-63.48945449
12/1/2008,-6.435821118,-281.2571767,0.5067,3.2533,2.96,5.31,21.7303369,-1.138696066,57.7,69.8631,-8.853365096,-3.616074754,-17.48545466,6.8667,-4.681812628,-105.1467459
3/1/2009,-2.712457134,-122.5849059,0.1833,2.7367,2.52,5.09,15.48088241,-2.394916427,58.3,65.3042,-4.565452544,-1.017064143,-23.22541262,8.2667,-6.740801896,-92.84305139
6/1/2009,1.58901931,128.9795218,0.18,3.3133,3.14,5.3333,2.729973266,-6.188262136,68.2,63.7801,-0.715242887,-1.971200157,-11.23334652,9.3,-5.63204447,6.540975941
9/1/2009,2.746614121,52.92879959,0.1567,3.5167,3.36,5.11,-2.030461213,-4.905342372,68.4,65.4004,1.402308619,2.680908937,6.675320653,9.6333,-2.968154573,38.50952899
12/1/2009,3.075356543,41.18058859,0.12,3.46,3.4,5.08,-1.097351177,-6.613591044,70.2,66.7808,4.300454152,-0.440915443,6.194672571,9.9333,-1.487761257,-14.30366933
3/1/2010,1.542164159,11.86503203,0.1333,3.7167,3.61,5.16,-0.452722147,-4.503280161,73.9,68.1506,1.933324088,2.311473784,7.61584432,9.8333,-0.570768633,33.9816027
6/1/2010,0.620519366,-4.820209832,0.1933,3.49,3.34,4.85,4.248331217,-3.036852931,73.9,70.1991,3.851739929,3.571069843,7.714875839,9.6333,1.947114077,-10.49240486
9/1/2010,0.765457323,-9.577555307,0.1867,2.7867,2.63,4.3933,2.750467358,-1.104345327,68.3,71.3074,3.072509082,2.843670319,5.272734817,9.4667,-0.101221173,-15.12166485
12/1/2010,2.555637687,42.74495217,0.1867,2.8633,2.73,4.67,1.869836532,6.305362132,71.3,71.9403,2.094945458,2.444185386,1.669671434,9.5,1.048798453,-26.62901044
3/1/2011,3.3460188,38.27252276,0.1567,3.46,3.33,4.9733,0.878470344,12.77442283,73.1,72.7302,-0.949946694,1.525093602,2.143256183,9.0333,0.993156646,28.46488285
6/1/2011,3.913929793,32.65098664,0.0933,3.21,3.16,4.9433,4.195929344,0.850119267,71.9,72.8217,2.697214987,0.411369731,1.590347252,9.0667,2.087251653,-5.533229761
9/1/2011,1.84610747,-55.3483839,0.0833,2.4267,2.4,4.38,13.18382621,2.608843445,59.7,73.5522,-0.089260902,1.215464916,4.43590008,9,1.242905456,30.17347483
12/1/2011,1.32017565,17.47206794,0.0733,2.0467,2.03,3.8533,4.858781954,2.68997501,64.8,74.0908,4.467158725,0.689462395,4.097312592,8.6333,1.680359484,32.44746338
3/1/2012,2.640104696,33.39428729,0.1033,2.0367,1.97,3.7933,4.80357366,2.715142249,75.5,74.8419,3.340376728,2.874729638,3.929335685,8.2667,2.374066612,20.69589922
6/1/2012,0.96383031,-39.98681478,0.1533,1.8233,1.74,3.6467,5.329444743,3.629523759,76.3,74.6922,1.781366507,0.701898739,2.473033188,8.2,1.265408879,17.69874031
9/1/2012,1.160304864,-6.404066838,0.1433,1.6433,1.54,3.3133,5.664568056,4.149961623,75,74.245,0.575697506,0.810337392,-0.028749706,8.0333,1.234621039,21.58892078
12/1/2012,2.239083229,-19.98064462,0.16,1.7067,1.62,3.38,6.329899023,4.496067904,79.4,74.2569,0.462294966,1.590924895,1.996062828,7.8,1.540408675,60.609297
3/1/2013,1.397802928,25.5977409,0.1433,1.95,1.86,3.7333,4.496526327,5.278686574,76.7,74.6178,3.926903706,2.592329758,3.034356499,7.7333,1.897771561,19.48808063
6/1/2013,0.205271072,-1.688003294,0.1167,1.9967,1.95,3.8467,4.716992012,4.00977489,81.7,74.5849,1.069115306,1.141490348,1.808899454,7.5333,1.724237848,-37.50914621
9/1/2013,1.642558301,44.87599077,0.0833,2.71,2.68,4.4233,3.366853137,4.122247785,81.6,74.6289,3.391158621,1.622923253,1.617827701,7.2333,1.575349944,6.551264448
12/1/2013,1.469648553,-35.12161788,0.0867,2.7467,2.68,4.5067,6.278264444,4.345120243,76.9,74.9902,3.471856095,3.50733303,2.70722036,6.9333,1.822814588,53.65805783
3/1/2014,1.832602324,4.449440123,0.0733,2.7633,2.72,4.3667,3.71175995,5.947687912,80.9,74.8794,-1.38277126,1.436494353,2.712824764,6.6667,1.48172041,-30.89543285
6/1/2014,1.78718213,16.47083126,0.0933,2.6233,2.59,4.1233,3.287403073,5.766515246,82.8,75.8956,5.134276092,3.824042096,5.468132558,6.2,2.316284599,22.07744048
9/1/2014,1.089846091,-23.63013135,0.09,2.4967,2.47,4.0267,3.990179819,5.526500244,83,76.3589,4.83225933,3.934142148,2.24464064,6.0667,2.156530885,17.31644558
12/1/2014,-0.530157943,-117.0865145,0.1,2.28,2.26,3.7767,6.691649346,3.920747885,89.8,76.6679,2.017834406,4.583025683,2.333877184,5.7,2.239207141,7.179654289
3/1/2015,-1.797070423,-164.8085763,0.11,1.9667,1.94,3.46,10.54416898,5.37871606,95.5,76.2608,3.585819151,3.057360321,-4.484608802,5.5333,1.962573174,-28.56945482
6/1/2015,1.990310121,68.37028104,0.1233,2.1667,2.15,3.7733,0.752994857,5.692994517,94.2,76.3721,2.469978633,2.743678093,-5.599731748,5.4333,2.007654449,67.98520244
9/1/2015,1.038604421,-89.31062071,0.1367,2.22,2.18,3.95,2.809207172,5.900925684,90.7,76.6448,1.597784846,2.806496614,0.247103459,5.1,1.831617734,2.982531699
12/1/2015,-0.307605562,-41.45772031,0.16,2.19,2.07,3.8333,6.308839066,-0.167332792,91.3,76.14,0.737236691,1.623610393,-5.454569187,5.0333,1.939981928,-14.42857998
3/1/2016,0.196894809,-95.5042599,0.36,1.92,1.63,3.5667,9.265405692,-5.119183427,91.6,75.9437,2.311386607,3.008477332,-2.70787986,4.9,1.690845995,6.114193118
6/1/2016,2.53047677,123.2583151,0.3733,1.7533,1.5,3.2167,3.181470458,5.084225235,92.4,75.6043,1.282438265,1.979204225,-1.434756231,4.9333,1.505024022,9.91117256
9/1/2016,1.379080251,-6.633969688,0.3967,1.5633,1.27,2.94,4.306078655,5.084094176,90.3,75.5044,2.827543676,2.772847606,1.05335961,4.9,2.076559043,-4.119029651
12/1/2016,1.827366012,35.13008096,0.45,2.13,1.7,3.36,3.765395123,4.624228332,93.1,75.5962,2.211074114,2.057247188,-0.181513759,4.7667,1.386977428,25.29034863
3/1/2017,2.325787145,19.01300927,0.7,2.4433,1.85,3.26,3.047336142,3.727245631,97.2,75.7258,1.942834932,3.063689953,0.259280162,4.5667,1.638298847,-5.87286243
6/1/2017,0.803019622,-29.54101824,0.95,2.2633,1.37,2.85,4.328242334,3.467729186,96.4,76.5568,2.233244405,1.978855268,5.638093141,4.3667,1.54418147,-10.99611102
9/1/2017,1.409410868,-1.871585196,1.1533,2.2433,1.21,2.5,2.339307203,3.610890218,95.1,76.4528,3.141726103,2.701900265,-1.386462392,4.3333,1.419358437,-0.676246991
12/1/2017,2.391016923,53.97408078,1.2033,2.37,1.16,2.3567,1.273056329,4.115010632,98.4,77.5296,4.482971108,4.347770817,5.648439014,4.1667,1.221646364,17.7610974
3/1/2018,2.787357361,48.42327573,1.4467,2.76,1.2,2.3,-0.403212633,2.454674222,98.9,77.8576,3.24047782,2.885981887,2.213891491,4.0333,1.758839816,19.68558232
6/1/2018,2.093545105,29.31332012,1.7367,2.92,1.08,2.2,1.403528736,1.256509567,98.3,78.4641,2.117684922,2.135959828,4.622910859,3.9333,1.911666738,-7.151375869
9/1/2018,1.340087262,8.737066057,1.9233,2.9267,0.89,1.9867,2.303105529,3.549362313,98.1,78.8582,2.48704193,1.839302306,3.296691673,3.7667,1.374839401,-8.347934625
12/1/2018,1.514916694,-68.24613678,2.22,3.0333,0.72,1.9067,1.348179554,3.068822805,98.1,78.5699,0.566175993,1.247727892,0.601630347,3.8333,1.155465538,-27.51325762
3/1/2019,0.8136533,-31.56667444,2.4033,2.6533,0.27,1.43,4.201807739,3.172842885,94.5,77.6783,2.489509163,0.633106566,-3.82142665,3.8667,1.304913145,4.662432318
6/1/2019,2.230016878,32.97899174,2.3967,2.3333,0.03,1.1967,1.875573264,2.487208639,98.5,77.1331,3.326711173,3.397975043,-2.318783858,3.6333,1.448467397,29.41700928
9/1/2019,0.961849996,-25.02724502,2.19,1.7967,-0.18,0.91,6.258497855,3.466561339,93.8,77.068,4.652841032,4.515219738,0.01601349,3.6,1.253638419,12.20681226
12/1/2019,1.571060655,2.717766233,1.6433,1.7933,0.22,1.3833,5.788305084,2.517857441,97.2,76.7678,2.718254387,2.615262631,-2.04631867,3.6,1.277859375,29.45392861
3/1/2020,1.388783717,-89.33057208,1.26,1.3767,0.27,1.66,7.949098256,-1.537772201,96.6,75.8776,-5.300247883,-6.803627157,-6.682454754,3.8333,0.259300403,15.77562837
6/1/2020,-1.642507896,-198.6368785,0.06,0.6867,0.54,2.3967,52.99965499,-6.630664008,74.1,65.8888,-32.81728242,-36.20450665,-54.43519801,13,-50.59135825,-121.9252482
9/1/2020,3.13333531,151.4525573,0.0933,0.65,0.54,2.1433,12.15254304,-0.94876912,75.7,73.6319,29.90299854,34.08637885,35.65139915,8.8,20.13501937,121.8342551
12/1/2020,2.032315841,13.12894042,0.09,0.8633,0.77,2.2133,8.574690178,0.071625458,79.8,75.4051,4.508555863,5.39744344,6.71800113,6.7667,5.55198267,26.83799954
3/1/2021,4.52216805,119.9428771,0.08,1.3167,1.27,2.65,9.296559394,0.01350416,80.2,75.592,5.544658614,8.990207632,1.137975009,6.2333,2.647970049,2.545077461
6/1/2021,6.023834338,48.01416598,0.07,1.5933,1.57,2.8133,7.913663749,4.133277968,85.6,76.9044,6.750285417,13.73925967,6.313111146,5.9333,4.517097788,0.338114979
9/1/2021,5.402236915,21.91489302,0.09,1.3233,1.28,2.46,2.399502039,8.806418609,74.8,77.6593,3.286671657,3.312290722,2.598561742,5.0667,5.69648063,2.862559079
12/1/2021,6.616803754,31.81504773,0.08,1.5367,1.48,2.5667,1.115906972,0.477688837,69.9,78.7765,6.804809236,3.826003011,4.935860672,4.2,5.252905522,19.48412168
3/1/2022,7.457584073,73.21017641,0.12,1.94,1.63,3.0833,-2.082395519,0.520708777,63.1,79.3303,-1.020495165,0.370693904,3.833792473,3.8333,4.153038643,11.26611546
6/1/2022,7.245006996,51.60759566,0.77,2.93,1.85,3.2833,-8.864260444,4.215343144,57.9,79.7719,0.62569838,3.258218363,3.850268073,3.6333,3.232178869,-19.66368661
9/1/2022,4.5666836,-66.50900168,2.19,3.1067,0.44,2.0533,-7.225033965,2.260208826,56.1,79.6392,2.87722533,1.873412776,1.374547795,3.5333,3.452514882,-43.21548858
12/1/2022,4.048307661,-51.99676166,3.6533,3.83,-0.21,1.17,-8.802997384,2.539704942,58.8,78.8465,2.75147654,0.794721037,-1.781764353,3.5667,2.264761625,-21.76328448
3/1/2023,3.813338409,-38.44929381,4.5167,3.6467,-0.98,0.0033,-8.215768467,-0.250029575,64.6,78.6904,2.88497468,4.399654738,-0.018678896,3.5333,2.22362709,-2.890185984
6/1/2023,2.946175709,-16.24480518,4.99,3.5933,-1.48,-0.39,-9.024459494,-0.341415685,62.3,78.4086,2.503636219,1.493489241,0.290202659,3.5333,1.575263226,20.90871431
9/1/2023,2.683382854,41.37141351,5.26,4.15,-1.14,-0.3467,-3.906669005,-0.71738682,69.6,78.0776,4.588010958,3.02796346,1.15134253,3.6667,1.417147626,-19.84654351
12/1/2023,1.804204341,-21.38609503,5.33,4.44,-0.84,-0.12,-3.752574775,0.126661796,64.9,77.559,3.362059611,2.995689082,-1.787262194,3.8,1.348335207,23.863934
3/1/2024,3.525464321,-8.350165884,5.33,4.16,-1.07,-0.36,-0.749190542,-1.569658627,78.4,77.1461,0.838565766,1.718613459,-1.779243243,3.8333,1.465899885,-14.61773189
6/1/2024,2.559035843,18.07365476,5.33,4.4433,-0.8,-0.11,0.212779057,-1.796351088,71.5,77.1476,3.526355417,3.814165762,2.420218191,4,1.30425477,-20.98872803
9/1/2024,1.685139086,-30.02206149,5.2633,3.9467,-1.04,-0.3733,2.151226402,-0.079514538,68.2,76.7489,3.28558126,3.882026672,-0.591123432,4.1667,0.855060831,-1.492353391
12/1/2024,2.487208023,-32.97494372,4.65,4.2833,-0.12,0.4433,0.985500961,-4.699999425,72.1,76.1668,1.835281971,3.819984905,-1.203232471,4.1333,1.286318373,14.48652552
